,,,,Haversian canals,Haversian canals,Haversian canals,Haversian canals,Haversian canals,Haversian canals,Haversian canals,Haversian canals,Osteocytes,Osteocytes,Osteocytes,Osteocytes,Osteocytes,Osteocytes,Osteocytes,Osteocytes,Cement lines,Cement lines,Cement lines,Cement lines,Cement lines,Cement lines,Cement lines,Cement lines
,,,,Density (%),Area (um2),Number (-),L1 (um),L2 (um),Aspect Ratio (-),Characteristic Length (um),Thickness (um),Density (%),Area (um2),Number (-),L1 (um),L2 (um),Aspect Ratio (-),Characteristic Length (um),Thickness (um),Density (%),Area (um2),Number (-),L1 (um),L2 (um),Aspect Ratio (-),Characteristic Length (um),Thickness (um)
Donor,Side,Site,ROI,,,,,,,,,,,,,,,,,,,,,,,,
1,Right,Diaphysis,18,11.614380000350135,7258.639073,4,88.05377470919024,70.57928510307228,1.1965279880789423,85.19764710952997,,5.951066368898769,121.75079711111111,108,14.461519466912081,10.333677066720691,1.4406795770995218,11.034074365850138,,13.642193248723675,,,,,,,3.0046979146351664
1,Right,Diaphysis,19,6.371124455104077,2858.1956973333336,3,69.57763991410707,52.22229945738785,1.3550775210749562,53.462095893570556,,6.696676903803635,124.39925250793651,126,14.6118470393576,10.48682858326017,1.434365908859948,11.153441285448025,,11.877883577108081,,,,,,,3.0009847209191873
1,Right,Diaphysis,20,4.330281332609723,2093.4815544000003,5,57.35606607428424,44.53238551676359,1.2538917759039534,45.75457960029794,,7.258337526876802,118.89893463013699,146,14.178811765046127,10.300188033491482,1.402421980171302,10.904078807039914,,15.15028134864358,,,,,,,2.9478721558948657
1,Right,Diaphysis,21,4.387615763029359,2204.279034666667,3,50.53006792982855,44.31437595407129,1.124441198769954,46.94975010228134,,7.650863548766588,122.7319115704698,149,14.7102049058947,10.376260211644123,1.4528585605105326,11.0784435536076,,15.237641845838349,,,,,,,3.0285684258590027
1,Right,Diaphysis,22,7.0328775756726944,4937.3808026666675,3,100.05595627382206,54.021803544299175,1.695771460706952,70.26649843749628,,6.856860391215309,119.81804165413536,133,14.508025038853141,10.082480451395995,1.4788582680526492,10.94614277515762,,15.339782972012333,,,,,,,2.957619074868228
1,Right,Diaphysis,23,6.75539643913797,2335.1170730000003,4,56.72623513724498,50.02488821163742,1.1470913892866925,48.323049086331466,,7.872836765251187,123.1651521342282,149,14.514162406782908,10.517941580219446,1.3955457184204763,11.097979641999178,,15.907608108932688,,,,,,,3.020254179258714
1,Right,Diaphysis,24,10.465503054918507,5665.3326480000005,2,83.03931445869621,68.5507536491679,1.170745395693694,75.26840404844519,,7.505425962497313,142.36489037288138,118,15.889746436286837,10.990166712655459,1.465996399222582,11.931675924734185,,14.759106818137381,,,,,,,3.0551138897154355
1,Right,Diaphysis,25,13.360235289998423,26396.642616,1,397.1006570170891,109.65717729767748,3.6212919829142787,162.47043612916167,,4.9364006506430655,107.99698537373739,99,13.573045711776013,9.764509496183932,1.447658961259135,10.392159803127422,,14.777377019367746,,,,,,,2.891093041311216
1,Right,Diaphysis,26,9.631308975683199,9963.020296,1,214.1030456264083,63.2795032281232,3.3834501648118955,99.81493022589356,,7.084047695153963,136.78320283760686,117,15.413933158488671,10.902129818706392,1.4295596192413387,11.695435128185991,,12.28653900173384,,,,,,,3.01226068262557
1,Right,Diaphysis,27,6.599149174559268,1786.1443700000002,2,68.49875589257415,31.868051496797346,2.091938245369733,42.26280125595084,,7.507286580508514,121.72800302777779,144,14.849550710822237,10.231038846401615,1.4904509253153901,11.033041422372065,,17.6007235035566,,,,,,,3.1640262680854074
1,Right,Diaphysis,28,6.29584566096532,1344.395035,4,44.46287885213576,30.494365379200673,1.4389656425037174,36.665992895324685,,8.899621203275121,133.6364504102564,156,15.242363275506197,10.707398111750482,1.4217768496490355,11.560123286983423,,14.202775351589684,,,,,,,2.9820633766834694
1,Right,Diaphysis,29,5.978536790322298,1687.4915773333335,3,58.79821211463581,34.54425914913604,1.6473235790626972,41.07908929532559,,8.348229248128701,146.43191301492536,134,16.227440915874435,11.124219792392603,1.4626658912682189,12.100905462605901,,12.758351022232153,,,,,,,2.8366800014373488
1,Right,Diaphysis,30,12.489277148509306,12523.251736,2,131.0018275769178,97.81607415837345,1.2956770268302051,111.90733548789373,,6.818272750915238,118.38161450793652,126,14.246869813629997,10.35907569102126,1.394061449951683,10.880331544026427,,17.383019585092125,,,,,,,3.070561267198404
1,Right,Diaphysis,31,5.355298401638627,3456.312444,2,74.26920738860593,48.742604074167566,1.40440983866417,58.790411156922524,,8.329325589138397,130.51137345695366,151,14.820252845997132,10.709459568179977,1.4246028687673071,11.424157450637384,,14.522677666383043,,,,,,,3.1863278770419265
1,Right,Diaphysis,32,9.607237268255107,1849.9313328,5,52.821351121865895,43.04140939374,1.218469361297268,43.01082808781993,,4.788581001583282,121.58210382022472,89,14.049578492963867,10.752838274465322,1.3312194804674538,11.026427518476902,,16.059903260011716,,,,,,,2.961846411187475
1,Right,Diaphysis,33,10.48082141419093,7338.236012,1,113.46822095591564,83.01036108204562,1.3669163641363533,85.66350455123816,,6.828593359636643,137.6713348828829,111,15.22473256905619,11.163225606694258,1.3850256001612595,11.733342869058369,,11.212152324518303,,,,,,,2.775455958649538
1,Right,Diaphysis,34,12.528229547802033,1510.9741960000001,2,48.2885359467559,33.3896997415857,1.57717372438356,38.8712515363218,,7.266622969193281,126.1098941904762,126,14.726855792188733,10.515710582920958,1.4374550373318857,11.229866169749139,,14.61030026168449,,,,,,,2.9371093885827064
1,Right,Diaphysis,35,5.588137462579437,1537.780038,2,50.39174616398712,38.381501676829046,1.316558831611562,39.2145386049613,,7.534907007361531,131.73156640000002,135,14.910629983058968,10.854399228121563,1.4006670510675,11.477437274932067,,13.944723618090451,,,,,,,2.966261559612792
1,Right,Diaphysis,36,3.647520176467499,1124.3865426666669,3,42.05216578488392,31.343467923259787,1.328008977749397,33.53187353350043,,7.719282307517603,129.12088405555556,144,15.02451212762432,10.40677923538401,1.4601938218594706,11.363137069293654,,11.183284124460595,,,,,,,2.931598307119916
1,Right,Diaphysis,37,8.28591936415679,3966.8269696,5,80.3088916962379,56.527530742428574,1.3907495024348717,62.98275136575093,,7.757501717950675,130.77904188235294,136,15.106035515916473,10.662518589251091,1.4473829808757768,11.435866468368408,,16.721386577078718,,,,,,,2.872521825324491
1,Right,Diaphysis,38,5.130337354037919,2278.6059816,5,61.81978982520031,39.510892890664785,1.6345588027023887,47.734746061962035,,6.934794844114743,115.01224973426575,143,13.795840278626603,10.31231477034634,1.3884651271128339,10.724376426359985,,15.582066967457395,,,,,,,2.909554990420918
1,Right,Diaphysis,39,7.848251956373313,16524.433948,1,171.19011279221775,123.34138085661202,1.387937378382615,128.54739961586154,,5.373494433679091,121.36106298039216,102,14.765521124648583,10.20903042534092,1.486955919701983,11.016399728604267,,16.390250389452486,,,,,,,3.264614794252117
1,Right,Diaphysis,40,9.552966509689956,1532.5829870000002,4,48.06861630729838,37.67694937529384,1.2838426078423135,39.14821818422903,,4.720865975989199,113.55527336170213,94,13.48577390215921,10.229470270127322,1.3307662304185355,10.656231667981986,,13.793387110042245,,,,,,,2.9756887656717126
1,Right,Neck Inferior,1,4.5294200031512055,984.7044000000001,1,35.94499769329531,35.59845937918846,1.0097346435814984,31.380000000000003,,7.161620097645953,133.53343868750002,128,14.693609016550962,11.312270656877564,1.328848334708224,11.555666951219216,,9.383638572443669,,,,,,,2.848068689079887
1,Right,Neck Inferior,2,4.9189439960785,1630.2328400000001,5,50.7194075567069,40.15972612484506,1.2812756791560607,40.37614196527449,,6.496812354714723,127.62275391735538,121,14.357426263336828,11.031438906461021,1.3363554863556617,11.297024117764614,,11.266542383023774,,,,,,,2.960208323933317
1,Right,Neck Inferior,3,5.839796222054936,,0,,,,,,4.663453270180951,124.74165713636366,88,14.37060549556461,10.826354628273837,1.3507854841136788,11.16878046773074,,14.094942386620867,,,,,,,3.4203347977891423
1,Right,Neck Inferior,4,13.489784842702335,7398.95945,2,135.39914964415385,74.92135802817783,2.2142105924482705,86.0172043837743,,2.9277251064949255,107.31608969491526,59,13.151659044872023,10.005989726426895,1.3401888474160422,10.359347937728284,,14.845544414202019,,,,,,,3.250288947002818
1,Right,Neck Inferior,5,6.949720768193835,9894.090988,1,139.255114926505,94.68754851075488,1.470680328266055,99.46904537593592,,6.290538792596599,128.35708231578948,114,14.456365891467543,10.994852091731584,1.330617250517972,11.329478466186758,,9.820559253074952,,,,,,,3.1181000269543104
1,Right,Neck Inferior,6,9.067155687050295,,0,,,,,,5.64815394167505,113.6234624778761,113,13.860661819242772,10.194939185010965,1.4285302994317894,10.659430682633857,,14.401228299008023,,,,,,,3.1166514572738473
1,Right,Neck Inferior,7,10.863780396001472,9431.826978000001,2,171.056269946629,51.36310028575849,2.8900244729724975,97.11759355544186,,1.2717149001777455,101.20573,28,12.384331530251144,10.015642382336909,1.254220085646591,10.060105864254114,,5.453152772731291,,,,,,,2.8986023483331076
1,Right,Neck Inferior,8,3.2199191190630416,1450.797816,1,59.84594744805044,31.48629488730331,1.9006983089707077,38.089339926021296,,8.176296879168984,137.37234222222224,144,15.240784208237672,11.266417027928242,1.3666065068782018,11.720594789609537,,10.351065224961221,,,,,,,2.9597169578414944
1,Right,Neck Inferior,9,3.1105022671171723,2034.691054666667,3,62.08354815641861,39.11189969402896,1.5384836546001768,45.107549863261994,,8.387050145227374,135.42967848,150,15.29849277320355,11.20329110735833,1.3885590593651411,11.637425766895358,,13.289546791220408,,,,,,,2.9873636396431844
1,Right,Neck Inferior,10,4.811277813763764,1753.1385373333335,3,51.19392121599203,42.782936964198576,1.1950076365310356,41.87049721860649,,7.484447632315819,129.05811773913044,138,14.413523176312088,10.98489761029302,1.3331685015105514,11.360374894303904,,9.57005117453136,,,,,,,2.968605899739366
1,Right,Neck Inferior,11,9.224278286444566,2096.3262560000003,1,55.35315991320433,49.208979713935804,1.124858922802021,45.785655570276596,,6.148268147805291,122.38743185964913,114,13.947060807186837,10.837133526155544,1.3017646935289646,11.062885331578247,,11.219432230193629,,,,,,,3.124844027812881
1,Right,Neck Inferior,12,2.87109819505961,2007.70286,1,56.26808368513427,45.72282364874879,1.2306344883114857,44.80739738034335,,7.954524972513112,128.76286498666667,150,14.53177470516935,11.068936167294586,1.326750981359507,11.347372602795181,,8.766514662677311,,,,,,,3.1677735639136104
1,Right,Neck Inferior,13,8.436476952434306,1469.3977880000002,1,51.449575781254275,38.633914482553365,1.3317204966244962,38.332724766183794,,3.414305380291384,113.26479113043479,69,13.623051742155715,10.322552680565616,1.3400475873202324,10.64259325213713,,11.903942487858973,,,,,,,3.1891142808371113
1,Right,Neck Inferior,14,9.47900071777455,4025.7998220000004,2,79.69800401045528,64.99387359421293,1.227794666681259,63.449190869545376,,5.519132024020191,123.65677366336635,101,14.054841995564598,11.041120972498291,1.2986848016194572,11.120106728955722,,14.318799377254312,,,,,,,3.039728117249445
1,Right,Neck Inferior,15,4.227867159188389,4234.775978000001,2,74.4534927173442,55.60308154196806,1.332540418973379,65.07515638091084,,6.530362300296129,122.14779406250001,128,14.68603563818867,10.362767113597974,1.5001782541878363,11.052049315059177,,13.66029320367053,,,,,,,3.093879518785613
1,Right,Neck Inferior,16,3.2229827909175257,4028.5351120000005,2,112.39861450816514,46.35547695585093,2.424362912466237,63.47074217306743,,6.65928002894356,120.23028432835822,134,14.166258597349753,10.46570664139183,1.3893311183581003,10.96495710563239,,11.916606367583213,,,,,,,3.0265343789840182
1,Right,Neck Inferior,17,4.306647292589416,,0,,,,,,7.892281516986517,138.82401247058823,136,15.994831309384903,11.014308260706681,1.490368900689388,11.78236022495443,,11.83018971478751,,,,,,,3.0529231408164463
1,Right,Neck Inferior,18,12.308958176502511,,0,,,,,,3.3519664603713313,111.33459175757577,66,13.282773315723466,10.353515645631246,1.3172526510458362,10.55152082676122,,13.87702136154921,,,,,,,2.945734107231115
1,Right,Neck Inferior,19,6.60308818122932,4289.481778,2,82.39605833452175,60.17688117743758,1.32808010962761,65.49413544738185,,4.310744762110058,124.2564578271605,81,15.163808943689064,10.175775378446648,1.550364178782746,11.147038074177395,,19.754260837781224,,,,,,,3.722105785141298
1,Right,Neck Inferior,20,4.4068731289718315,3132.8188133333338,3,71.22720259520179,54.62743642870798,1.3261862153317576,55.97158934078372,,8.135430258910791,131.3604540810811,148,14.683871091924948,10.994762713200325,1.3633108814296147,11.461258834922152,,13.60254561270975,,,,,,,3.117639823376781
1,Right,Neck Inferior,21,4.2965809422103955,3926.7823240000002,1,78.6898109468311,63.8950443151038,1.231547951649672,62.66404331033867,,7.643128592791778,127.87385110489512,143,14.422664545522387,10.944864023063973,1.3451155613807535,11.308132078504174,,9.220412773761016,,,,,,,3.125418364764227
1,Right,Neck Inferior,22,10.581047250573345,4629.204796,1,92.61564373085498,64.80644039487568,1.429111723565336,68.03825979550035,,3.592125614268653,109.99612772602741,73,13.130279024847122,10.376045213205344,1.2989406894148816,10.487903876658454,,14.159504277855001,,,,,,,3.1879053408011493
1,Right,Neck Inferior,23,10.842772360427864,23976.458024000003,1,330.9279864728205,107.03011520418269,3.0919146993489175,154.84333380549518,,4.510333316970202,119.6754500952381,84,13.635827367436484,10.970961318564013,1.2672174274002999,10.939627511722605,,7.223994894703255,,,,,,,2.9255877732582714
1,Right,Neck Inferior,24,4.136394670961643,1527.7506413333333,3,43.23876427694597,35.39495317766492,1.1935355742911933,39.086450866423434,,6.522304858172055,130.2545098,120,15.060614739195705,10.744677188246587,1.4378482946197504,11.41290978672836,,9.508156305214284,,,,,,,3.0685613361707307
1,Right,Neck Inferior,25,8.488121706552757,6638.0017720000005,2,99.50720595981966,80.42111202450815,1.3133609469622876,81.47393308291923,,5.005021760964178,130.11277204545456,88,14.531479305068695,10.88916939098267,1.3396957087479315,11.406698560295812,,8.60921134439715,,,,,,,3.0845446383726514
1,Right,Neck Inferior,26,8.065334990633916,847.666371,4,37.275087740070546,29.088392504175424,1.2890581346635197,29.114710560127506,,5.76798568000914,121.61751794495414,109,13.943726783677025,10.724539911351515,1.3195042622084723,11.028033276380432,,10.022089347602543,,,,,,,2.8920982881769843
1,Right,Neck Inferior,27,6.553194096742004,3172.9364,4,65.0394222140173,55.10448657602304,1.14894361514681,56.328823882626914,,5.463418746575118,118.1746587037037,108,13.893072798547028,10.442281117051344,1.375132265940511,10.870816837004647,,12.974975528192925,,,,,,,3.0584317440090225
1,Right,Neck Inferior,28,3.8405315033000127,4800.433950000001,2,103.30198340689407,49.05186771787241,1.7804968967919104,69.28516399634196,,7.650574168559323,137.24623764179105,134,15.054547548452703,11.238793922576525,1.3627636541459855,11.715213939224117,,7.70837789985845,,,,,,,2.815535546668032
1,Right,Neck Inferior,29,6.4564695996218555,3343.618496,1,77.34753108613472,57.018021692558946,1.35654533058324,57.8240304371807,,4.990361761458275,147.71950956962027,79,16.094742792288375,11.493987582088847,1.4274372451474215,12.15399150771549,,7.894465966724683,,,,,,,3.150432327854784
1,Right,Neck Inferior,30,2.6583918348768405,,0,,,,,,8.608875500202329,132.58885475949367,158,15.176729774305187,10.940905632308478,1.395222266672467,11.514723390489833,,11.414504743491749,,,,,,,2.9730564795537178
1,Right,Neck Inferior,31,10.83839568635003,,0,,,,,,4.784508148439034,119.82414215730338,89,13.757215390159054,10.767216656806285,1.289132258346987,10.94642143155942,,11.353818967209897,,,,,,,2.970270423385142
1,Right,Neck Inferior,32,8.361635825703331,3078.8424240000004,1,77.66493117888713,53.01605487596437,1.4649322994815612,55.48731768611635,,4.160875732523319,113.47545942857143,84,13.655401377447035,10.307601581245429,1.3685766893174793,10.652486067982977,,14.874939702644484,,,,,,,3.1745882860154135
1,Right,Neck Inferior,33,3.771817720278006,2594.8784466666666,3,61.09875343360855,37.12145747578566,1.4367639715890002,50.939949417590384,,7.001082477509028,128.5628060152672,131,14.758530568786826,10.671295881613487,1.4168982099127148,11.33855396491401,,14.434701136146563,,,,,,,3.2607184865000542
1,Right,Neck Inferior,34,6.598273839743701,4123.723204,4,97.65918915558724,54.427346319714744,1.7831877222939208,64.21622228066674,,6.561141100614785,123.54687283870969,124,14.420452755920921,10.553292810649976,1.3979169751800455,11.115164094097294,,15.395392862498126,,,,,,,3.336084098795272
1,Right,Neck Inferior,35,4.37010906671802,2358.914096,4,69.24658224058851,42.99683933580825,1.6058754732540939,48.56865342996448,,6.8856150371397575,112.74640561643837,146,13.444027407920041,10.2266969114112,1.341812056129274,10.618211036537105,,16.09709884255763,,,,,,,3.0297550454802264
1,Right,Neck Inferior,36,1.867526829012097,1272.456908,3,45.71707789904954,33.14568371303839,1.3669193735908813,35.671513957218025,,9.276727455991294,133.08545497076025,171,15.191201171379795,11.00739167201182,1.399650781875642,11.536266942592835,,6.977615435047299,,,,,,,2.810344783427953
1,Right,Neck Inferior,37,10.987640272404194,2374.6693664000004,5,62.68819651021883,44.44915546758611,1.4335781497708884,48.73057937681431,,4.1700470550056785,113.16094873170732,82,13.394074501712064,10.446011768789319,1.3110967731208132,10.637713510510956,,11.658529150010573,,,,,,,2.9549451877237902
1,Right,Neck Inferior,38,1.2062113758512631,2009.891092,1,60.6639517550725,42.421938330305125,1.4300136708212543,44.83180893071347,,8.50404026084491,125.76437566467067,167,14.811399531305529,10.391845915429798,1.4511922182246952,11.214471706891532,,16.306351006521123,,,,,,,3.1410605025911935
1,Right,Neck Inferior,39,7.630731254704924,6093.861414666668,3,113.95413420952764,53.61599172002116,2.2482248191740877,78.06318860171334,,5.388322143198972,113.11170138181818,110,13.641814071486138,10.334769822032833,1.3596248186904525,10.635398506018388,,12.55916872385086,,,,,,,3.0304914956923454
1,Right,Neck Inferior,40,9.759545526163757,4187.4554610000005,4,103.86634875125546,42.87369414138481,2.0838682811693103,64.71055138847142,,4.239881659674563,119.55952590000001,80,13.928999211473934,10.697827427362506,1.3240343830871175,10.934327866860405,,10.677304362586996,,,,,,,2.8903065061722106
1,Right,Neck Superior,1,14.246074123352182,7486.488730000001,4,122.78898700042527,71.79407221429283,1.6236900578926585,86.52449786043258,,3.4950544571131097,107.03580525714285,70,12.833287703124068,10.235058678256246,1.3029813031449047,10.345811000455347,,10.297345024344933,,,,,,,2.8726150557029975
1,Right,Neck Superior,2,5.783337126450867,2254.973076,3,56.015339159199826,44.92335109429223,1.2371806012159174,47.486556792422846,,5.12890788312352,127.15931322105264,95,14.78565681197911,10.808620593209309,1.4150659987276566,11.276493835454913,,11.21661169693873,,,,,,,3.0794308602340483
1,Right,Neck Superior,3,13.04248875194762,941.6691706666667,3,43.7407150232169,25.332047542592065,1.6667616153329055,30.68662853209304,,3.9197922328924326,123.4923972173913,69,14.323067696044768,10.80636080644421,1.3357854128828646,11.112713314820612,,7.584908699241006,,,,,,,2.681989230562042
1,Right,Neck Superior,4,8.438665289473224,2901.595632,1,76.11310498807853,48.620063431106004,1.5654670030599571,53.866461105218335,,4.80155638303466,127.79529325581396,86,14.461282509816614,11.043171376860577,1.3305537378844354,11.304658033563596,,12.24265426404019,,,,,,,3.0681376969761907
1,Right,Neck Superior,5,12.083559461494021,2274.667164,1,66.66179816312419,43.83934017243499,1.5205930997346386,47.693470873904744,,2.6125700062227755,110.42155323076923,52,13.293081803724105,10.432429573787504,1.304949352870852,10.508166026037523,,10.443808338518979,,,,,,,3.016183096001968
1,Right,Neck Superior,6,12.836347402881602,3087.230646666667,3,66.27132433037059,51.29316893641474,1.2466779109408488,55.56285311848796,,3.083527905400316,101.80252054545456,66,12.59643978130302,9.940057181010525,1.2990805843974074,10.089723511843848,,7.998292787025181,,,,,,,2.823584066579996
1,Right,Neck Superior,7,10.251046025104603,4876.748541000001,4,104.62435542058896,54.67361674537496,2.48331772283535,69.83372065843264,,4.200680769718427,119.30019270886078,79,13.857676643983426,10.773826843581778,1.3204582301150845,10.922462758410338,,12.802957154421591,,,,,,,3.040671247901681
1,Right,Neck Superior,8,10.9053587997409,3764.3060980000005,2,91.50078226895751,50.66690528336532,1.781379464242768,61.353941177401154,,3.92745386039977,121.49246416666668,72,14.236566552607133,10.52752890471055,1.3855476718743072,11.022362004882016,,8.424744678656168,,,,,,,2.9097030722963915
1,Right,Neck Superior,9,14.151100295863166,7092.424617333334,3,121.8137671771331,71.44816432783026,1.9488036806369555,84.21653410900578,,3.166947912577555,119.23944898245615,57,13.795845376990496,10.80248554340733,1.3086084198478358,10.919681725327719,,14.04224296587833,,,,,,,3.030004457459878
1,Right,Neck Superior,10,7.072267642373207,2871.325089333334,3,68.78204916350572,45.67617116467144,1.4733761954009552,53.58474679732409,,4.221829742140586,132.53588951351352,74,15.15065054434408,10.764412214431117,1.4275843030991409,11.512423268517951,,9.906040268456376,,,,,,,3.1107609237118625
1,Right,Neck Superior,11,13.28889550252972,5797.720684000001,1,101.25731289131892,73.60027041052776,1.3757736530929252,76.14276514548182,,3.1601899849082127,124.55018683636365,55,14.048568010423134,10.902866555814148,1.3231331557583217,11.160205501529246,,7.1254435420778215,,,,,,,2.8273263060706655
1,Right,Neck Superior,12,13.386933001873217,10485.460686,2,217.37891812356213,65.08814529271389,3.051513324008726,102.3985384954297,,3.160229816520715,122.18931185714287,56,13.781997874506382,10.989441865382336,1.2751788725794975,11.053927440378052,,10.360945340252757,,,,,,,3.0378323926346775
1,Right,Neck Superior,13,6.587769821956899,3668.935653333334,3,71.26150724872295,59.47388980977641,1.1966494705703365,60.571739725166665,,5.704392968252184,128.08521442307693,104,14.430273298187503,11.00436194953085,1.3282847947327323,11.317473853430231,,9.607743918437723,,,,,,,2.9556188623253443
1,Right,Neck Superior,14,12.51378652334518,22508.154352,1,250.64351708253236,117.17115258518267,2.1391230823671905,150.0271787110589,,2.9410881876213155,119.11681414814815,54,13.865949411212053,10.606450688040445,1.3213276677778036,10.914064969027267,,8.206931743141297,,,,,,,3.038918221082741
1,Right,Neck Superior,15,14.290278531538315,9813.126404,3,147.96769605107917,79.01991568466386,1.8491617891555172,99.06122553249581,,2.766132367884882,102.18666158620691,58,13.218813565976552,9.57388462626189,1.4356495105793077,10.108741839922855,,9.672016463006747,,,,,,,2.94222684886428
1,Right,Neck Superior,16,12.777699970238615,3554.782884,5,73.83141891314955,50.76460442974857,1.5798155462578134,59.622,,3.589761602496876,113.43921542028987,69,13.850875186159957,10.336212375506603,1.4411464296402003,10.650784732604912,,12.43018932304342,,,,,,,2.898176562794501
